FID,Match_addr,Addr_type,StAddr,City,Region,Postal,Country,X,Y,DisplayX,DisplayY,ARC_Single,AGENCY,NAME,YOUTH_FACI,THRIRTYFIV,FRTHGRD_RE,AVAIL_STAF,BEST_TIMES,WEBSITE,PHONE_1,AddressLin,Latitude,Longitude,ADV_RES_RE,EKIP_VOUCH
333,"26651, Summersville, West Virginia",Postal, ,Summersville,West Virginia,26651,USA,-80.840168,38.295707,-80.840168,38.295707,"2981 Summersville Lake Road, Summersville, West Virginia 26651", Army Corps,Summersville Lake,Outdoor classroom and Visitor Center, ,Outdoor Education and Water Safety,Y,Summer,http://www.lrh.usace.army.mil/Missions/CivilWorks/Recreation/WestVirginia/SummersvilleLake.aspx,Resource Manager/304-872-3412,"2981 Summersville Lake Road, Summersville, West Virginia 26651",38.295707,-80.840168, ,
334,"W501 Eau Galle Dam Rd, Spring Valley, Wisconsin, 54767",PointAddress,W501 Eau Galle Dam Rd,Spring Valley,Wisconsin,54767,USA,-92.250008,44.852955,-92.250241,44.85275,"W501 Eau Galle Dam Rd, Spring Valley, Wisconsin 54767", Army Corps,Eau Galle River Lake,Outdoor classroom, ,Outdoor Education,Y,April,http://www.mvp.usace.army.mil/Missions/Recreation/EauGalleRecreationArea.aspx,Bradley LaBadie/651-290-5716/bradley.r.labadie2@usace.army.mil,"W501 Eau Galle Dam Rd, Spring Valley, Wisconsin 54767",44.852955,-92.250008, ,
335,"1901 Spinnaker Dr, Ventura, California, 93001",StreetAddress,1901 Spinnaker Dr,Ventura,California,93001,USA,-119.266516,34.246498,-119.266516,34.246498,1901 Spinnaker Drive,National Park Service,Channel Islands National Park,"Restrooms, Visitor Center, Amphitheater, Day use areas, Channel Islands LIVE, distance learning program",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, English Language Arts program",Staff interpreters,"Winter (November - February), Fall (September - October)",http:/www.nps.gov/chis/,(805) 658-5700,"1901 Spinnaker Drive, Ventura",34.246498,-119.266516,No, 
336,"3545 Williamsburg Ln NW, Washington, District of Columbia, 20008",StreetAddress,3545 Williamsburg Ln NW,Washington,District of Columbia,20008,USA,-77.052176,38.935374,-77.052176,38.935374,3545 Williamsburg Lane NW,National Park Service,Rock Creek National Park,"Restrooms, Visitor Center, Amphitheater, Day use areas, Planetarium",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, Planetarium",Staff interpreters,"Winter (November - February), Spring (March - May), Fall (September - October)",http:/www.nps.gov/rocr/,202 895-7060,"3545 Williamsburg Lane NW, Washington",38.935374,-77.052176,Yes, 
337,"55210 238th Ave E, Ashford, Washington, 98304",StreetAddress,55210 238th Ave E,Ashford,Washington,98304,USA,-122.119692,46.754592,-122.119692,46.754592,55210 238th Avenue East,National Park Service,Mount Rainier National Park,"Restrooms, Visitor Center, Environmental education facility, Group shelters, Day use areas",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, English Language Arts program",Staff interpreters,"Spring (March - May), Fall (September - October)",http:/www.nps.gov/mora/,360-569-2211,55210 238th Avenue East,46.754592,-122.119692,Yes, 
338,"11999 CO 150, Mosca, Colorado, 81146",StreetAddress,11999 CO 150,Mosca,Colorado,81146,USA,-105.519928,37.724171,-105.519928,37.724171,11999 Highway 150,National Park Service,Great Sand Dunes National Park & Preserve,"Restrooms, Visitor Center, Amphitheater, Day use areas, Night Sky Programs",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, Astonomy",Staff interpreters,"Spring (March - May), Fall (September - October)",http:/www.nps.gov/grsa/,719-378-6300,"11999 Highway 150, Mosca",37.724171,-105.519928,Yes, 
339,"6701 San Jose Dr, San Antonio, Texas, 78214",StreetAddress,6701 San Jose Dr,San Antonio,Texas,78214,USA,-98.478366,29.361313,-98.478366,29.361313,6701 San Jose Drive,National Park Service,San Antonio Missions National Historical Park,"Restrooms, Visitor Center, Day use areas, Spanish Colonial History Programs",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, Spanish Colonial History Programs",Staff interpreters,"Winter (November - February), Spring (March - May), Fall (September - October)",http:/www.nps.gov/saan/,210-922-0543,6701 San Jose Drive,29.361313,-98.478366,No, 
340,"101 Reserve St, Hot Springs, Arkansas, 71901",StreetAddress,101 Reserve St,Hot Springs,Arkansas,71901,USA,-93.053942,34.511641,-93.053942,34.511641,101 Reserve Street,National Park Service,Hot Springs National Park,"Restrooms, Visitor Center, Amphitheater, Group shelters, Day use areas, cultural resource center",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, junior ranger program",Staff interpreters,"Spring (March - May), Fall (September - October)",http:/www.nps.gov/hosp/,501-620-6715,"101 Reserve Street, Hot Springs",34.511641,-93.053942,Yes, 
341,"79834, Big Bend National Park, Texas",Postal, ,Big Bend National Park,Texas,79834,USA,-103.078588,29.367794,-103.078588,29.367794,1 Panther Drive,National Park Service,Big Bend National Park,"Restrooms, Visitor Center, Amphitheater, Group shelters, Day use areas, picnic tables, trails, night sky programs, bilingual content",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, night sky program","Staff interpreters, Staff rangers, Volunteers","Winter (November - February), Spring (March - May)",http:/www.nps.gov/bibe,432-477-2251,"1 Panther Drive, Big Bend National Park",29.367794,-103.078588,No, 
342,"11999 CO 150, Mosca, Colorado, 81146",StreetAddress,11999 CO 150,Mosca,Colorado,81146,USA,-105.519928,37.724171,-105.519928,37.724171,11999 Highway 150,National Park Service,Great Sand Dunes National Park,"Restrooms, Visitor Center, Amphitheater, Group shelters, Day use areas",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, bilingual content for bird conservation",Staff interpreters,"Spring (March - May), Fall (September - October)",http:/www.nps.gov/grsa/,719-378-6300,"11999 Highway 150, Mosca",37.724171,-105.519928,No, 
343,"29700 Woodford Tehachapi Rd, Keene, California, 93531",PointAddress,29700 Woodford Tehachapi Rd,Keene,California,93531,USA,-118.557958,35.221916,-118.559221,35.22367,29700 Woodford-Tehachpi Road,National Park Service,Cesar Chavez National Monument,"Restrooms, Contact Station",No,"Outdoor classroom, History/Social Studies/Cultural Heritage program, Latino Heritage",Staff interpreters,"Spring (March - May), Fall (September - October)",http;/www.nps/gov/cech/,661-823-6134,"29700 Woodford-Tehachpi Road, Keene",35.221916,-118.557958,Yes, 
344,"4564 Leatherwood Rd, Oneida, Tennessee, 37841",StreetAddress,4564 Leatherwood Rd,Oneida,Tennessee,37841,USA,-84.681681,36.476672,-84.681681,36.476672,4564 Leatherwood Road,National Park Service,Big South Fork National River & Recreation Area,"Restrooms, Visitor Center, Group shelters, Day use areas, story telling festival",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, story telling",Staff interpreters,"Spring (March - May), Fall (September - October)",http:/www.nps.gov/biso/,423-569-9778,"4564 Leatherwood Road, Oneida",36.476672,-84.681681,Yes, 
345,"37887, Wartburg, Tennessee",Postal, ,Wartburg,Tennessee,37887,USA,-84.565441,36.08851,-84.565441,36.08851,Obed Wild & Scenic River,National Park Service,Obed Wild and Scenic River,"Restrooms, identify those rocks program - grades 3-5",No,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, identify those rocks: Geology Program for Youth",Staff interpreters,Fall (September - October),http;/www.nps.gov/obed/,423-346-6294,"Obed Wild & Scenic River, Wartburg",36.08851,-84.565441,No, 
346,"25216 Ben Reifel Pl, Interior, South Dakota, 57750",StreetAddress,25216 Ben Reifel Pl,Interior,South Dakota,57750,USA,-101.942262,43.748959,-101.942262,43.748959,25216 Ben Reifel Road,National Park Service,Badlands National Park,"Restrooms, Visitor Center, Group shelters, Day use areas, youth paleontology programs",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, paleontology programs for youth",Staff interpreters,"Spring (March - May), Fall (September - October)",http;/www.nps.gov/badl/,605-433-5361,"25216 Ben Reifel Road, Interior",43.748959,-101.942262,No, 
347,"1550 Anacostia Ave NE, Washington, District of Columbia, 20019",StreetAddress,1550 Anacostia Ave NE,Washington,District of Columbia,20019,USA,-76.938725,38.912951,-76.938725,38.912951,1550 Anacostia Avenue,National Park Service,Kenilworth Park & Aquatic Gardens,"Restrooms, Visitor Center, Day use areas",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program",Staff interpreters,"Spring (March - May), Fall (September - October)",http;/www.nps.gov/keaq/,202-692-6080,"1550 Anacostia Avenue, Washington",38.912951,-76.938725,Yes, 
348,"290 Broadway, New York, New York, 10007",PointAddress,290 Broadway,New York,New York,10007,USA,-74.005598,40.714971,-74.004981,40.71472,290 Broadway,National Park Service,African Burial Ground National Monument,"Restrooms, Visitor Center, tours by  2 week advance reservation",Yes,"Staff or volunteer-led tour/hike, History/Social Studies/Cultural Heritage program, scheduled tours two weeks in advance",Staff interpreters,"Spring (March - May), Fall (September - October)",http:/www.nps/gov/afbu/,212-637-2019,"290 Broadway, 1st Floor, NY",40.714971,-74.005598,Yes, 
349,"28803, Asheville, North Carolina",Postal, ,Asheville,North Carolina,28803,USA,-82.521859,35.533831,-82.521859,35.533831,Milepost 384,National Park Service,Blue Ridge Parkway,"Restrooms, Visitor Center, Amphitheater, Group shelters, Day use areas",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program",Staff interpreters,"Spring (March - May), Fall (September - October)",http;/www.nps.gov/blri/,828-348-3400,"Milepost 384, Asheville",35.533831,-82.521859,Yes, 
350,"54 Elm St, Woodstock, Vermont, 05091",StreetAddress,54 Elm St,Woodstock,Vermont,5091,USA,-72.518339,43.628963,-72.518339,43.628963,54 Elm Street,National Park Service,Marsh-Billings-Rockefeller National Historical Park,"Restrooms, Visitor Center, Group shelters, Day use areas, Forest Center as an Indoor space, if working with park staff",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, Forest Center as an Indoor Space",Staff interpreters,"Winter (November - February), Spring (March - May), Fall (September - October)",http;/www.nps.gov/mabi/,802-457-3368,"54 Elm Street, Woodstock",43.628963,-72.518339,Yes, 
351,"1 Bear Valley Rd, Point Reyes Station, California, 94956",StreetAddress,1 Bear Valley Rd,Point Reyes Station,California,94956,USA,-122.817094,38.060581,-122.817094,38.060581,1 Bear Valley Road,National Park Service,Point Reyes National Seashore,"Restrooms, Visitor Center, Environmental education facility, Group shelters, Day use areas, Historic Lighthouse Tours, Grey Whale Watching",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, History/Social Studies/Cultural Heritage program, grey whale natural history, maritime history",Staff interpreters,"Winter (November - February), Spring (March - May), Fall (September - October)",http;/www.nps.gov/pore/,415-464-5100,"1 Bear Valley Road, Point Reyes Station",38.060581,-122.817094,Yes, 
352,"5000 Highway 146, Paicines, California, 95043",StreetAddress,5000 Highway 146,Paicines,California,95043,USA,-121.137037,36.517917,-121.137037,36.517917,5000 Highway 146,National Park Service,Pinnacles National Monument,"Restrooms, Visitor Center, Group shelters, Day use areas, education guide on line for teachers",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, wildflowers at peak March-May",Staff interpreters,Spring (March - May),http;/www.nps/gov/pinn,831-389-4486,"5000 Highway 146, Paicines",36.517917,-121.137037,Yes, 
353,"1800 Cabrillo Memorial Dr, San Diego, California, 92106",StreetAddress,1800 Cabrillo Memorial Dr,San Diego,California,92106,USA,-117.241022,32.673691,-117.241022,32.673691,1800 Cabrillo Memorial Drive,National Park Service,Cabrillo National Monument,"Restrooms, Visitor Center, Day use areas, tidepool programs, advance reservation",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program",Staff interpreters,"Winter (November - February), Spring (March - May), Fall (September - October)",http;/www.nps.gov/cabr/,619-523-4589,"1800 Cabrillo Memorial Drive, San Diego",32.673691,-117.241022,Yes, 
354,"1 S Castillo Dr, St Augustine, Florida, 32084",PointAddress,1 S Castillo Dr,St Augustine,Florida,32084,USA,-81.313198,29.897819,-81.312121,29.89798,1 South Castillo Drive,National Park Service,Castillo De San Marcos National Monument,"Restrooms, Visitor Center, Day use areas",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, History/Social Studies/Cultural Heritage program",Staff interpreters,"Winter (November - February), Spring (March - May)",http;/www.nps.gov/casa/,904-829-6506,"1 South Castillo Drive, St. Augustine",29.897819,-81.313198,No, 
355,"211 Main St, West Orange, New Jersey, 07052",StreetAddress,211 Main St,West Orange,New Jersey,7052,USA,-74.233654,40.784524,-74.233654,40.784524,211 Main Street,National Park Service,Thomas Edison National Historical Park,"Restrooms, Visitor Center, Idea to Product, Edison Invention Process",Yes,"Staff or volunteer-led tour/hike, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program","Idea to Product, Edison's Invention Process","Winter (November - February), Spring (March - May), Fall (September - October)",http;/www.nps.gov/edis/,973-736-0550,"211 Main Street, West Orange",40.784524,-74.233654,Yes, 
356,"1195 Baltimore Pike, Gettysburg, Pennsylvania, 17325",PointAddress,1195 Baltimore Pike,Gettysburg,Pennsylvania,17325,USA,-77.222275,39.81302,-77.224281,39.81086,1195 Baltimore Pike,National Park Service,Eisenhower National Historic Site,"Restrooms, Visitor Center, Environmental education facility, Day use areas, Molding of a Leader Program",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, Molding of a Leader Program",Staff interpreters,"Spring (March - May), Fall (September - October)",http;/www.nps.gov/eise/,717-338-9114,"1195 Baltimore Pike, Gettysburg",39.81302,-77.222275,Yes, 
357,"1195 Baltimore Pike, Gettysburg, Pennsylvania, 17325",PointAddress,1195 Baltimore Pike,Gettysburg,Pennsylvania,17325,USA,-77.222275,39.81302,-77.224281,39.81086,1195 Baltimore Pike,National Park Service,Gettysburg National Military Park,"Restrooms, Visitor Center, Group shelters, Day use areas, The Best Field Trip Ever - Field Trip Planner on website",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, Refer to Best Field Trip Ever - Field Trip Planning Guide",Staff interpreters,"Spring (March - May), Fall (September - October)",http;/www.nps.gov/gett/,717-334-1124,"1195 Baltimore Pike, Gettysburg",39.81302,-77.222275,Yes, 
358,"8523 NE-4, Beatrice, Nebraska, 68310",StreetAddress,8523 NE-4,Beatrice,Nebraska,68310,USA,-96.833242,40.291232,-96.833242,40.291232,8523 NE-4,National Park Service,Homestead National Park,"Restrooms, Visitor Center, Day use areas, Education Center",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, Day in the Life of a Homesteader",Staff interpreters,"Spring (March - May), Fall (September - October)",http;/www.nps.gov/home/,402-223-3514,"8523 NE-4, Beatrice",40.291232,-96.833242,Yes, 
359,"4668 Cattle Point Rd, Friday Harbor, Washington, 98250",PointAddress,4668 Cattle Point Rd,Friday Harbor,Washington,98250,USA,-123.02537,48.467263,-123.024321,48.46483,4668 Cattle Point Road,National Park Service,San Juan Islands National Historic Monument,"Restrooms, Visitor Center, Day use areas, Orca whale natural history, ecology of salt marsh",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, Re-enactment of Encampment",Staff interpreters,"Spring (March - May), Fall (September - October)",http;/www.nps.gov/sajh/,360-378-2240,"4668 Cattle Point Road, Friday Harbor",48.467263,-123.02537,Yes, 
360,"1 Indian Wells HQTRS, Tulelake, California, 96134",StreetAddress,1 Indian Wells HQTRS,Tulelake,California,96134,USA,-121.510244,41.714477,-121.510244,41.714477,1 INDIAN WELL HQTS.,National Park Service,Lave Beds National Monument,"Restrooms, Visitor Center, Day use areas, Ranger-led education programs",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, Lave Tube Caves",Staff interpreters,"Spring (March - May), Fall (September - October)",http:/www.nps.gov/labe/,530-378-2240,1 Indian Well Hqts. Tulelake,41.714477,-121.510244,Yes, 
361,"96063, Mineral, California",Postal, ,Mineral,California,96063,USA,-121.604727,40.345007,-121.604727,40.345007, ,National Park Service,Lassen Volcanic National Park,"Restrooms, Visitor Center, Group shelters, Day use areas, Discovery Center & Science Lab, open by reservation only",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, Loomis Museum and self-guided trail, Lily Pons",Staff interpreters,"Spring (March - May), Fall (September - October)",http:/www.nps.gov/lavo/,530-595-4480,Mineral,40.345007,-121.604727,Yes, 
362,"93546, Mammoth Lakes, California",Postal, ,Mammoth Lakes,California,93546,USA,-118.782251,37.581858,-118.782251,37.581858, ,National Park Service,Devil's Postpile National Monument,"Restrooms, Visitor Center, picnic areas",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program",Staff interpreters,"Spring (March - May), Fall (September - October)",http;/www.nps.gov/depo/,760-924-5505,Mammoth Lakes,37.581858,-118.782251,Yes, 
363,"6602 Foxville Rd, Thurmont, Maryland, 21788",StreetAddress,6602 Foxville Rd,Thurmont,Maryland,21788,USA,-77.426517,39.620269,-77.426517,39.620269,6602 Foxville Road,National Oceanic and Atmospheric Administration,Catoctin Mountain Park,"Restrooms, Visitor Center, Day use areas, picnic areas, self guiding trails",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program","Staff interpreters, Bridging the Watershed, Alice Ferguson Foundation","Spring (March - May), Fall (September - October)",http:/www.nps.gov/cato/,301-663-9388,"6602 Foxville Road, Thurmont",39.620269,-77.426517,No, 
